1.00, -5.80, 1.89 
0.90, -9.70, 8.94 
1.00, -6.10, 1.45 
1.00, -5.60, 1.43 
1.00, -5.90, 1.30 
1.00, -6.10, 1.64 
0.90, -8.00, 6.80 
1.00, -6.50, 1.02 
1.00, -5.90, 1.37 
1.00, -6.00, 1.67 
1.00, -7.10, 0.94 
1.00, -6.00, 1.55 
1.00, -7.10, 2.43 
1.00, -6.30, 1.27 
1.00, -5.90, 1.51 
1.00, -6.90, 1.70 
1.00, -6.40, 2.01 
1.00, -5.70, 1.49 
1.00, -5.70, 1.27 
1.00, -6.10, 1.14 
1.00, -6.00, 0.77 
1.00, -4.90, 1.45 
1.00, -5.60, 1.11 
1.00, -6.10, 1.37 
1.00, -6.10, 0.94 
1.00, -5.90, 0.70 
1.00, -6.10, 0.70 
1.00, -5.70, 1.00 
1.00, -5.60, 1.50 
1.00, -5.40, 0.92 
1.00, -5.20, 1.25 
1.00, -5.50, 1.20 
1.00, -5.40, 1.80 
1.00, -5.20, 1.40 
1.00, -5.60, 1.50 
1.00, -6.10, 0.70 
1.00, -6.20, 0.98 
1.00, -6.10, 1.30 
1.00, -6.50, 0.81 
1.00, -5.40, 1.28 
1.00, -4.70, 1.62 
1.00, -7.60, 1.50 
1.00, -5.70, 0.78 
1.00, -4.70, 1.10 
1.00, -5.30, 1.19 
1.00, -6.60, 0.49 
1.00, -6.50, 1.02 
1.00, -6.10, 1.37 
1.00, -6.90, 1.37 
1.00, -6.30, 1.79 
1.00, -5.80, 0.98 
1.00, -5.90, 0.94 
1.00, -5.70, 1.19 
1.00, -5.40, 1.28 
1.00, -6.60, 1.02 
1.00, -6.30, 0.46 
1.00, -5.80, 0.87 
1.00, -5.40, 1.28 
1.00, -5.20, 1.08 
1.00, -4.90, 1.14 
1.00, -5.80, 1.25 
1.00, -5.10, 1.45 
1.00, -6.00, 1.18 
1.00, -5.50, 1.12 
1.00, -6.00, 1.00 
1.00, -6.40, 0.66 
1.00, -5.60, 1.36 
1.00, -5.30, 1.27 
1.00, -5.40, 1.43 
1.00, -5.80, 1.40 
1.00, -4.70, 1.27 
1.00, -5.00, 1.26 
1.00, -6.20, 0.98 
1.00, -5.30, 1.35 
1.00, -5.30, 1.10 
1.00, -5.60, 0.92 
1.00, -5.60, 1.69 
1.00, -5.60, 1.28 
1.00, -5.30, 1.00 
0.80, -8.70, 6.23 
0.90, -7.40, 7.98 
1.00, -5.30, 1.10 
1.00, -4.90, 1.04 
1.00, -4.60, 1.11 
1.00, -5.40, 1.28 
1.00, -5.10, 1.04 
1.00, -5.70, 1.35 
1.00, -5.50, 1.20 
1.00, -5.20, 1.08 
1.00, -5.40, 0.80 
1.00, -5.60, 0.92 
1.00, -4.90, 0.94 
1.00, -5.10, 0.94 
1.00, -6.00, 0.89 
1.00, -5.30, 0.90 
1.00, -5.20, 1.08 
1.00, -5.40, 1.02 
1.00, -5.10, 1.14 
1.00, -5.40, 1.43 
1.00, -5.60, 0.80 
1.00, -5.90, 1.22 
1.00, -4.70, 1.35 
1.00, -6.30, 1.85 
1.00, -5.90, 0.30 
1.00, -6.10, 0.83 
1.00, -5.70, 0.90 
1.00, -5.30, 1.00 
1.00, -5.20, 1.33 
1.00, -5.80, 1.40 
1.00, -5.60, 1.02 
1.00, -5.20, 0.87 
1.00, -5.20, 1.08 
1.00, -5.50, 0.81 
0.60, -16.30, 11.93 
1.00, -6.20, 0.98 
1.00, -5.60, 0.92 
1.00, -5.50, 1.12 
1.00, -5.90, 1.64 
1.00, -5.60, 1.28 
1.00, -5.40, 1.20 
1.00, -5.60, 1.36 
1.00, -5.50, 0.92 
1.00, -5.70, 1.35 
1.00, -4.90, 1.22 
1.00, -5.70, 1.35 
1.00, -6.40, 0.80 
1.00, -5.50, 1.20 
1.00, -5.30, 0.78 
1.00, -5.70, 0.90 
1.00, -5.70, 0.64 
1.00, -5.60, 0.92 
1.00, -5.50, 0.67 
1.00, -6.40, 0.66 
0.90, -8.00, 7.43 
1.00, -5.80, 0.75 
1.00, -4.80, 1.40 
1.00, -5.50, 1.02 
1.00, -4.90, 1.14 
1.00, -5.50, 1.20 
1.00, -5.80, 0.98 
1.00, -5.80, 0.87 
1.00, -5.10, 0.94 
1.00, -5.00, 0.77 
1.00, -5.70, 1.35 
1.00, -4.60, 1.20 
1.00, -5.10, 1.37 
1.00, -4.80, 1.08 
1.00, -5.50, 1.12 
1.00, -4.40, 1.11 
1.00, -4.60, 1.28 
1.00, -5.70, 1.10 
1.00, -4.70, 1.19 
1.00, -4.70, 1.10 
1.00, -4.70, 1.19 
1.00, -4.90, 0.70 
1.00, -5.60, 0.80 
1.00, -5.00, 0.77 
1.00, -5.20, 0.87 
1.00, -4.90, 0.94 
1.00, -5.90, 1.04 
1.00, -5.20, 0.60 
1.00, -4.90, 1.04 
1.00, -4.90, 1.04 
1.00, -4.70, 0.90 
1.00, -4.80, 1.08 
1.00, -4.90, 1.04 
1.00, -4.60, 1.02 
1.00, -5.20, 1.08 
1.00, -5.70, 1.00 
1.00, -5.70, 0.90 
1.00, -4.60, 1.11 
1.00, -5.20, 0.87 
1.00, -5.50, 0.67 
1.00, -5.00, 0.89 
1.00, -5.00, 0.89 
1.00, -6.20, 0.60 
1.00, -5.50, 0.92 
1.00, -4.60, 1.20 
1.00, -5.10, 1.04 
1.00, -5.30, 0.90 
1.00, -5.50, 0.81 
1.00, -6.00, 0.63 
1.00, -5.00, 0.77 
1.00, -5.20, 0.75 
1.00, -5.90, 0.83 
1.00, -5.40, 0.92 
1.00, -5.50, 0.81 
1.00, -5.60, 0.80 
1.00, -5.10, 1.45 
1.00, -5.10, 1.04 
1.00, -5.60, 1.11 
1.00, -5.20, 0.75 
1.00, -4.70, 1.10 
