1.00, -5.25, 1.17 
1.00, -5.16, 1.15 
1.00, -5.36, 1.28 
1.00, -5.47, 1.38 
1.00, -5.31, 1.11 
1.00, -5.10, 1.15 
1.00, -5.08, 1.06 
0.98, -5.79, 3.82 
0.98, -5.51, 3.57 
1.00, -5.52, 1.29 
1.00, -4.98, 1.05 
1.00, -5.66, 1.30 
1.00, -5.25, 1.22 
1.00, -5.14, 1.23 
1.00, -5.23, 1.17 
1.00, -5.35, 1.11 
1.00, -5.06, 1.35 
1.00, -5.22, 1.15 
1.00, -5.18, 1.13 
1.00, -5.15, 1.02 
1.00, -4.94, 1.17 
0.00, -28.00, 0.00 
0.00, -20.00, 0.00 
0.66, -13.84, 11.67 
0.82, -9.84, 6.54 
0.83, -9.29, 9.33 
0.84, -9.98, 8.90 
0.95, -7.60, 6.28 
0.90, -7.74, 7.95 
1.00, -5.54, 1.65 
0.95, -7.02, 5.41 
1.00, -5.33, 1.26 
1.00, -5.44, 1.53 
0.99, -5.43, 2.82 
1.00, -5.22, 1.04 
1.00, -4.92, 1.21 
1.00, -5.17, 1.12 
0.99, -5.45, 1.86 
1.00, -5.10, 1.11 
1.00, -5.12, 1.12 
0.96, -5.95, 4.83 
0.99, -5.53, 2.58 
1.00, -5.28, 1.13 
1.00, -4.88, 1.14 
1.00, -5.20, 1.17 
1.00, -4.89, 1.08 
0.97, -6.03, 5.21 
1.00, -5.41, 1.10 
1.00, -5.40, 1.30 
1.00, -5.22, 1.15 
1.00, -5.10, 1.16 
1.00, -5.34, 1.27 
1.00, -5.25, 1.10 
1.00, -4.97, 1.24 
1.00, -5.32, 1.11 
0.96, -6.75, 4.77 
1.00, -4.97, 1.07 
1.00, -5.45, 1.17 
1.00, -5.07, 1.04 
1.00, -5.19, 1.15 
1.00, -5.20, 0.98 
1.00, -5.34, 1.12 
1.00, -5.11, 1.19 
1.00, -5.27, 1.18 
1.00, -5.23, 1.08 
1.00, -5.23, 1.08 
1.00, -5.09, 0.99 
1.00, -5.25, 1.01 
1.00, -5.16, 1.18 
0.99, -5.55, 2.65 
1.00, -4.94, 1.11 
1.00, -5.23, 1.13 
0.99, -5.64, 2.66 
1.00, -5.04, 1.17 
1.00, -5.15, 1.11 
1.00, -4.93, 1.08 
1.00, -4.94, 1.08 
1.00, -5.06, 1.08 
0.99, -5.34, 2.59 
1.00, -4.98, 1.17 
1.00, -5.43, 1.07 
1.00, -5.04, 1.21 
1.00, -5.11, 1.17 
1.00, -5.07, 1.13 
0.98, -5.75, 3.49 
1.00, -5.07, 1.23 
1.00, -5.08, 1.14 
1.00, -5.07, 1.01 
1.00, -5.21, 1.29 
1.00, -5.04, 1.22 
1.00, -4.97, 1.04 
1.00, -5.05, 1.09 
1.00, -5.20, 1.14 
1.00, -5.13, 1.22 
0.98, -5.51, 3.96 
1.00, -5.21, 1.06 
1.00, -4.85, 1.21 
1.00, -4.98, 1.08 
1.00, -4.99, 0.99 
1.00, -5.21, 1.10 
1.00, -5.24, 1.23 
1.00, -4.96, 1.05 
1.00, -5.27, 1.16 
1.00, -5.03, 1.27 
1.00, -5.19, 1.19 
1.00, -4.94, 0.96 
1.00, -4.93, 1.27 
1.00, -5.01, 1.15 
1.00, -4.75, 1.10 
1.00, -5.14, 1.17 
1.00, -4.89, 1.10 
1.00, -5.07, 1.03 
1.00, -5.01, 1.16 
1.00, -5.04, 1.08 
1.00, -4.98, 1.26 
1.00, -4.95, 1.07 
1.00, -5.05, 1.09 
0.98, -5.42, 3.59 
1.00, -5.25, 1.01 
1.00, -4.95, 1.09 
1.00, -4.98, 1.05 
1.00, -5.05, 1.13 
1.00, -5.27, 1.05 
1.00, -5.13, 1.15 
1.00, -5.12, 1.12 
1.00, -4.98, 1.10 
